,strength_1,strength_2,strength_3,strength_4,strength_5,strength_6,strength_7,strength_8,strength_9,strength_10,strength_11,strength_12,strength_13,strength_14,strength_15,strength_16,strength_17,strength_18,strength_19,strength_20,strength_21,strength_22,strength_23,strength_24,strength_25,strength_26,strength_27,strength_28,strength_29,strength_30,strength_31,strength_32,strength_33,strength_34,strength_35,strength_36,strength_37,strength_38,strength_39,strength_40,strength_41,strength_42,strength_43,strength_44,strength_45,strength_46,strength_47,strength_48,strength_49,strength_50,strength_51,strength_52,strength_53,strength_54,strength_55,strength_56,strength_57,strength_58,strength_59,strength_60,strength_61,strength_62,strength_63,strength_64,strength_65,strength_66,strength_67,strength_68,strength_69,strength_70,strength_71,strength_72,strength_73,strength_74,strength_75,strength_76,strength_77,strength_78,strength_79,strength_80,strength_81,strength_82,strength_83,strength_84,strength_85,strength_86,strength_87,strength_88,strength_89,strength_90,strength_91,strength_92,strength_93,strength_94,strength_95,strength_96,strength_97,strength_98,strength_99,strength_100
0,4.185863525467755,-0.39833754773989954,-0.23026572860742506,-0.04745753448557172,0.2641564314764495,1.7073421975127168,-0.12547047619447776,-0.4101837075480292,1.2789364611933274,4.0528141491497705,3.384937924570526,5.062651986538332,0.06170068664004084,1.5164675484706325,4.603485120958702,5.060779153653262,4.395025100655867,4.4427325462978215,2.5891230983641256,1.5564019952233445,6.133129398837645,0.9836481323462862,2.837987721450829,4.115034917671803,4.011558212770102,5.061105514071145,0.32600605036976626,2.3595165180057265,4.884769466323901,4.064009226203624,-0.3903256386917772,0.011064132653842207,0.45653719713956564,4.261270637165658,-2.329579093915976,0.5384065114002108,0.8695932368864423,-0.8123270453210765,-2.762406223125863,-1.5176728332394056,-3.890409530235318,1.51852141553992,-1.69005667110038,-2.2342461455639278,-1.4105489254508938,-5.198531405469981,-6.469257256046549,-4.142182816606873,0.3362290117067491,-2.651858212100249,4.180869282337996,-3.408877725637443,0.45731325784183735,-1.6421629842242567,-0.019138049753657405,2.854127850224733,-2.1393705159436758,-0.2838048312745061,3.5988125626798984,3.8623132705905987,2.76192784197702,-2.3210598275030354,-0.1529883465897936,0.5261181174564532,0.9264650307178315,5.088605959369563,0.24469693193703385,1.6566930257799188,2.9837956332498874,0.7699472743543223,5.037416109090131,3.539747410926471,2.097929231718201,1.8750163961636517,4.411899803743624,4.661767465628862,5.2036760307865,5.452843313282696,0.5274782531851956,0.5253254767170551,2.248329002984689,-4.855857562920375,-2.914765213709121,2.030030270321251,1.2813743059348095,-1.5558573977274623,1.0000109372102497,1.4507981147120275,2.8886704316123897,-1.2315449563578331,0.47027942893591124,1.1587460593849752,0.8893949805743948,0.6959518116494892,2.0861737328811127,-1.7758503697265242,-2.6366067557787356,-3.1038426974167947,1.4568446545246778,-2.2834566700008425
1,10.788222220768464,-2.403375667759127,13.570271562747719,-7.735355933583596,7.3356375975601145,20.094078018896585,-7.593453916254438,3.117259125800254,-2.0543871791358748,26.171870500764747,14.174555167733029,11.666665595959229,20.91675361753989,1.1862150259293112,-8.471575858294846,-13.446631696070263,16.614954876772504,10.098497445728169,23.707064011104176,-24.89755758119485,-9.567270593619527,22.45252580256549,15.1115485160834,-7.401010088565454,10.072156582662164,6.006373429238086,16.929094659301942,10.05336570801392,23.566005686450577,1.5941033067477872,7.045895555080598,17.085840383558107,0.848486831657238,15.406849318543811,11.867133125015147,-18.403815477472047,15.361379215752489,17.758310686273497,16.95828114819143,18.001358546032975,15.862309723433032,21.806684318002368,17.65693423042326,9.41272273111424,4.792695066771576,18.439260175729903,12.492506184803414,8.088978930202565,21.307230573283373,17.02785058516163,18.522066737842376,20.58065259998652,10.810994053289878,-18.691060219497032,11.033631073010618,23.60553261517547,6.79870848869924,-10.355392848560742,27.361827562154637,21.652812639008484,22.05126591286301,17.188972405250528,4.232776442664844,7.176963099234787,16.64629900427732,-5.625819425468605,2.1336929065742742,23.727821345371048,18.365307083766954,-10.338650669166382,-22.862423754006716,24.971949157024586,3.1902456262463392,23.21693617803611,7.501588689324818,17.630825326931937,10.243888377212638,2.8309520772001178,14.547008136112085,19.183464813212336,-0.7147295564690347,-3.8290015237763964,10.293050774790837,20.714930056971244,7.353847401467311,-1.5103224986006427,19.247418354783218,14.200596181141737,-8.521727769492706,7.932763546521074,18.278236283599554,20.573202547663612,24.364868014883577,15.572629787984207,20.623002770792255,14.211236808773272,10.969289986912012,2.120111162936801,24.827579758248223,22.397131020390255
2,5.176753840200708,-5.130027787429367,1.1715438274107186,-3.9398320481079416,-12.234627287813668,-1.8237443556384105,7.852337150706078,-1.6841035605796912,-0.5490611912458553,11.062509175435489,11.025780160802373,11.481134533101748,8.918470955735414,7.178370659168618,10.471178097809263,5.972778029752261,10.941088345819312,1.5580779806548832,7.753098236721714,2.0809046901151698,8.624594779137725,5.503979624294072,10.162193892710272,11.21844335491835,4.044580306706099,5.894898313683803,0.44976516041162495,1.408590045281087,11.024786121333038,6.625631872917342,-4.7439140628012275,-1.1979737861153659,-6.396015817080899,4.55080798489998,2.6279254856198464,3.4251630973899765,-3.9890156904767933,-2.0375955602209115,-1.4006831314457115,5.819090760392081,-5.754240292286867,-5.967133432023061,-8.510042470167386,-6.959761610353735,-2.978571606153639,-8.625787219200255,-5.434917405656908,-1.6664058440805567,6.343058417995855,-1.1743636912001758,7.181924008047351,5.029649211213884,7.919351767896247,-9.19219182094546,-6.545451255344617,6.5075857171148925,0.4083029890132269,-1.0662203224616003,12.13468790134506,11.683417593259168,11.408779375091918,7.546352900750867,7.696561425298478,7.748117843140338,11.38249929441112,9.938733588071809,6.619726803854146,11.879105732192105,9.83127603273543,5.717366165066673,10.215191467546372,8.759911206847192,11.611967483985827,5.68736707590789,12.514305311354233,5.456056442968916,10.711333399539692,12.010811364090822,-3.0532010110775385,-2.3474996713781247,10.156521367894054,-6.340115980636695,-6.7912055844639045,5.19465005056354,0.8356670151329573,-2.760721494336022,-2.4297178488344584,-1.319470393622069,6.9040661625434225,-3.5238165704700046,-5.727450233395892,-0.5278872525896939,-4.181465375574373,-7.90232583988867,-10.960982367252306,-5.6514017673907855,-7.687841386849663,4.1793976454367705,9.152411142755339,-0.5099834868719149
3,2.184642341514185,0.5043095701202358,4.759240905352816,5.426344447086354,-8.321599802669228,7.826362535812204,5.2204309548749945,-0.9143966954271054,5.890849696591889,11.685368103067878,10.598297663539288,10.978840273511226,11.356225645488752,8.051754300079772,7.400159018881525,6.272449266872212,8.915654553088794,-2.6136272623261845,10.255908215805029,-0.8846269600540242,7.514622842814992,3.900319311318707,4.395256775057958,0.01789202971605354,5.676251550048838,4.277996336198983,-2.6513421546099156,0.46663709722073216,10.076963393329702,3.6312333439157936,1.764845278591297,-2.155576320032302,-0.4853601153118129,-7.367110056773446,-4.485982259754663,-6.409007199114122,-6.601952204209071,4.329458247519204,5.284772665931364,10.742682586641497,-6.01051142914158,-1.6482678492122342,-2.456225027026703,0.03550980490957778,-4.707323004395016,-5.157933728308987,-2.8690721929965237,-5.4587899112317695,8.173119932801061,-1.199309306412744,-5.201363895459449,0.3983379664936928,4.838459029207545,-2.3684501220312835,2.743726965177744,8.750587503268543,-2.7847240004303737,2.0617778617713505,10.945296959262,10.151501402264895,11.826232157980082,11.772522769904613,7.374010816803152,8.179777826779034,7.19620941940389,7.006200287438678,8.560712961877915,7.343947885406638,-6.700159938965088,-1.334197827499914,7.650869195325047,4.610459006632641,3.727192296869105,9.656374037749623,3.9927414267793293,6.678356102295688,6.282518641604108,4.064329935557647,1.6298119624223024,4.413629295607227,-7.757614079319721,-7.684552863973904,-6.190097999486129,-3.434994641391993,-4.635085398045864,-6.586511609764192,-6.693605372958059,-0.6551948883492017,-4.513010139701507,-5.154459083877972,-1.9174666359788417,0.7071122596291437,9.088065331628373,0.44007509332849315,0.7969387583577303,1.6145140972216194,-3.1029325638982055,-5.181943720274235,8.627947728825303,1.7802689545855388
4,1.0896581100381084,-4.164439010949828,6.382134136276218,-6.452664444842696,-9.67889307267467,0.40978828774153786,6.662740991367435,1.1536958876100758,-3.2228904086399606,4.131848767640178,5.137377370652959,4.794241560196005,3.9688979681786387,7.873928411381035,9.30190304946055,4.362867973984525,9.40301927812915,3.454455391604242,8.75565305496376,6.434595390464295,9.126679131233576,-3.148199469592267,4.328827585501237,6.6415581990465,0.10089553642998406,2.3490303774941697,-0.8870395417069293,-1.3909527371099009,7.969339538976915,-1.3123597226795383,-0.5256932224511204,-2.270703703401394,-4.208246780288211,-0.1849429129266619,2.34513285016103,-1.0564459647479785,-2.9965476948467007,-1.2458658632567083,-2.0483593270658447,4.909494530639167,-4.083850614126631,-1.859374169720391,-2.1333967495263346,-1.64380086370726,0.07927526171813577,-5.401576416153131,-3.7216310049771417,-3.976362822211017,-0.3945659622321256,0.6900729241079504,3.263060495111411,2.941551166618039,7.343098735726123,-7.3935092070172415,-7.878107995645016,3.1557817367107313,3.0681789581612082,-0.7963962473933726,6.371661242503476,3.3049633716305307,8.234478493253254,7.024712061044025,5.870715739193805,9.174708721784551,8.56923910485101,9.30606063196058,1.236676390810907,7.6844644971524065,2.275773202784767,4.434999032728492,6.909976292563689,-2.395813750021662,4.021442234241411,3.248930521453039,7.351558469462278,3.3146818379428944,6.789176459627324,1.3615470557305098,-2.267829205512841,-1.9975192086711089,3.2520970343799016,-6.2439646464348675,-5.036756269055049,0.43636314673596316,0.740147042699349,-4.873618412712302,-2.7628753053717645,-2.6500184504934032,2.9286703957539855,-3.4466185993419387,-4.845461612767838,0.30002759457008654,-1.5747422514323461,0.027957912571313748,0.8485584676988294,-2.1313957680947895,-6.792856926798763,-4.107974710035791,1.1797010324578439,-1.2090525833589902
5,2.466510442581813,-0.4961634642757475,3.2669709576187205,2.3326018742393493,-7.628294882217352,0.09951700090013668,2.817806577729894,2.94855866097566,2.7633979979094487,9.072091289217227,10.47755405896685,8.697277422359194,5.344813861440982,5.369326793425054,7.09830183139811,-1.9912915982861727,3.255010110233566,-1.0049235791903084,2.701971590963803,-8.667016707054366,2.6069969545330633,-1.075230404624791,2.9520180942934164,7.955091997795334,8.816575881938046,5.867125153283502,-4.375184238346154,1.7326651246246474,8.864434085530252,-3.847848839968769,1.9193192201078595,2.0824087418106725,-8.25479014611988,-7.625844798523957,-9.137350434222464,2.288653496397159,-0.33038740727083316,3.715966050695059,-5.354520014787588,-4.924672852653442,-5.594457969671075,-1.0519659753057464,-8.35647478522985,5.767320606750401,-4.645534528667478,-5.656647930942635,-8.437287558169754,-5.608179730749344,6.180015638190254,-4.111844562633905,5.683222910038209,5.436400785968342,8.126492271164697,-6.4189020298187245,-3.2617071532066086,5.108477931877456,3.087257648767009,1.7812240328423785,7.871680605983654,10.512948528559853,7.902435818819067,6.3690277228200145,10.216699001496124,9.603262922499292,9.197800914277225,6.08994368093227,4.882230837399188,4.987556432156964,0.13459977991719857,0.04073770778501695,1.5621084843080655,4.260272903437607,6.841257560756911,9.129102486921333,8.772550784277719,9.56519264401661,7.1254729206738,9.838500496021338,8.50196221803634,5.668405992889749,4.491729180542814,-5.026232886469538,-3.69734072892291,0.5753262276278839,2.412190169917699,-4.6677227941099275,0.5931107490514257,3.053999291459482,0.5226729646882444,4.457473434828552,-2.777556863230086,6.427831501604764,3.926780188212627,0.7038393333503089,2.3459806035073316,7.489680537340931,-0.7218379991411273,0.5308020270884919,4.256991718089204,-1.9303593486102737
6,-9.621098363887958,2.9458577374845327,1.9487830396813148,-0.4831129283984738,-0.6382198212123693,2.526452478005644,6.272008632867655,2.464158569852346,3.158497041425823,3.346859900716018,5.516268011109019,5.479427219425558,3.2516879230931184,3.8249009257108075,3.3409289471471757,3.0337913086698323,11.392118860321641,0.593039069130823,9.260258714722994,0.045111269616998434,1.7154181319795943,5.340611146557634,8.577486981483426,8.229329255964586,0.08959334689363296,0.06373100409040616,4.4392103276753785,5.7577106030181255,4.393976687163249,5.584324690461523,-2.6262944253848572,-7.785900792245396,0.06622674757991862,0.20874671723664487,-2.6896862042819283,5.701406607955143,1.0164149731074092,-3.9443252126403485,-0.20032556086083395,2.9058363592907903,0.7619897090511553,-1.611241833855139,-4.625339574852575,1.0072036150337487,-2.5101794808331173,0.026049187334387436,-0.7745225987596137,6.46463775253558,3.9360247650926503,-1.8568134792045077,-4.7362672220153845,-1.7346123816089818,1.9522561477054057,-3.971333273520408,1.636045141207881,2.836756146686647,2.654902534134415,3.4473843678245943,6.410917174096965,3.1512815438336124,3.9420702460249757,2.274964136611463,6.187610926685184,4.282041691538118,8.831842529748123,-0.06037653894041195,6.531671553339208,10.928218288961697,8.627731648182317,5.846369529883821,6.027553892208118,7.298205224732376,7.260656715214713,6.17097226207283,10.425865879989136,5.547526966040021,1.982510420227311,6.599933973426028,-1.3132134569527008,-5.72512516534129,9.180041222890704,2.7462334825864625,3.1449216327338396,2.589820290554165,8.30833046985491,1.9995730240903387,1.098674366286971,2.658410221437457,7.902827006198324,2.16119459507095,-5.289585853539356,-3.2477646849471844,-5.650107749201583,-1.9198940514798013,5.121194276654314,3.4394509412508243,4.361492459489281,7.482976042547571,2.298515675678963,-0.6049602762205912
7,-1.7049687572851888,-7.055007311625589,-3.9062467704800152,-4.993163144226453,-5.627744829028529,0.27786820443971194,-4.28066612624205,-5.204600974296887,-3.8639301574377645,6.081500841860844,7.5825043943782715,5.983507820498951,1.7084402642018581,2.76681375995625,1.8222792486349577,-1.863045032185766,4.288869870544837,-0.9232125674020211,2.5209702362438198,-5.656358807105333,-0.28451099528965224,3.9926970958171553,3.0888808453519236,5.942801666827259,1.7391658330118318,1.6699103333694418,1.985253456920702,6.84201194658247,6.191410820841431,3.384289107259207,0.8134877924608351,1.7501139188662227,1.0005731712280899,-0.3363599889267371,-0.23601252387723734,-3.808769187234712,0.2271412820899037,0.9609681712036677,3.3948260148534266,2.715646995815979,-0.8744530418739159,0.5932075134995897,0.3364158045533615,0.899031484893652,-0.3312724967153631,3.400522648562628,-0.8377592899154161,-0.31066682977034715,-1.4378116079512848,-3.1343879684667337,-2.929066750815767,-4.347347212699785,-0.5869772639132634,-4.704897939647602,-2.0217863721119294,2.4568370619995843,-2.6081979878033295,-5.9065360086596375,7.698749010679326,8.256056770063863,6.779648733497221,0.9760593224340609,5.4865730263190295,3.895112425168718,2.9895933497109834,3.6211122646897103,4.032486193708453,3.7153724840663114,0.3022881252549918,-2.459750486456569,-0.6189706466820339,4.702275645921425,5.675918755186503,5.101013923087121,4.4194913956153705,4.66814503482447,6.669879117535818,7.8762409697759095,-0.29896611460814393,4.62848480803626,1.804689885324361,-2.38466981611965,-0.6434749846899875,0.8275602776001822,4.042545193767856,2.4661785431008028,2.253127866411862,4.516415627222238,-2.5710348394159093,2.5900547227405792,2.1137177426614393,3.570117814568376,6.3039750848484735,4.315530753437126,4.664538985734585,1.0750876696764533,5.729433897690837,5.5805731001921695,0.881049423376849,0.8291646706888409
8,7.5269992535626935,-5.426216239398263,0.7084183376249349,-8.484921908255428,-7.593918579854196,-1.1678147460598138,2.464230925744207,-1.9993578598810675,-5.091305191218071,4.884398013818758,-2.4795423335644693,2.691170045631323,2.789458304620528,1.2182392784135392,1.1976298190498966,2.077759524118304,2.5391194779432453,2.7288909780680655,3.9573882202345505,4.887982419957766,2.19785413797935,6.0654579019819055,6.704070411731044,6.334756708227625,4.513229030052532,7.4203350980796845,5.4009254142583,-0.8136626587629493,3.371169526387005,3.8051779405191413,4.954627772277552,7.499000823971695,3.251512902956716,5.131888335559302,2.7408939255097824,-0.9709924797926403,0.3378021034212245,6.775874818105008,5.978496519325823,7.268976302882568,4.017149495004111,5.936444617898351,5.932679224087817,4.401128387409752,-3.2738990398917007,2.303989303579028,0.5995261926730755,-2.4971053430206154,-1.5522838632954954,2.4161529684710343,2.080953975723672,-3.602038807395434,-5.913713047162264,-11.974259410731044,-4.198356075103506,1.7421819322908179,0.9754138610624916,-4.456797206740332,3.106586506773122,3.9556835179396566,6.3860979389017265,1.505185341604366,1.4005391884851506,3.461283330358032,5.218502732167103,0.9908015859493123,6.037933822234915,7.243598852717842,6.065335875829491,3.392672305681335,6.033875535363433,5.257581782880052,4.558368951248459,7.778731937319468,8.159933571803691,2.9798397779434627,9.096686642178666,3.396515670816262,2.68793873309429,4.972838826085816,5.727105329669672,2.4919771802939477,3.103751336090854,6.520151061798591,3.265022834158642,-0.4512779817356878,2.7668240358643805,0.26956641039410617,4.017410939729185,5.587573307362689,3.881240894876682,7.29427993167851,6.56787546145448,3.504863924668203,7.240049311072015,3.851256495443612,2.6658160192505305,0.1934559959421988,4.083866541015879,3.6370144567693083
9,6.389841457552765,9.59938307569891,11.5846812719849,-6.13410456592659,7.775501692037546,7.314182200971806,2.023639549526298,-0.47351130646260997,2.831277255536219,-1.0283233189061267,0.6568942553945397,-2.3113375604373596,1.4991254422139961,2.3848473743815832,9.44728459571239,10.378770994296922,3.9832258729899186,-2.7033147082249225,3.3582423412987596,-4.425734889532476,-0.9512500486505245,6.144682323383966,9.055146553476762,-7.767842695605026,-3.140892668735924,-3.5646950621737847,-6.028980321394352,-1.0584224784176275,5.388978807821804,5.237545183539237,3.0851560445174964,-2.2287539616739585,3.6155442808928893,-1.137461136965657,0.08264664650478859,2.8779615259366875,7.926727979892491,6.8914144564965145,5.348650006235238,-3.333716252952183,-7.007997880938685,7.924263786889355,5.7925918153614075,12.4500176537783,6.825474032247361,6.038805458270341,0.733347533953222,5.870608160371242,12.45917903582778,4.0451500946777434,6.250161349554251,8.826510585832901,2.5050546709461514,-6.315434096925525,8.986582750405033,8.168738882296283,-0.24535903098793943,-6.046939727970606,11.088224942684315,10.861193626180581,3.9645911988253513,4.738131030594342,4.434019530367165,5.717929991991333,3.1843704345567416,12.387772121355535,6.178752504798857,10.676683450563445,1.9042952972525036,2.096126557284484,-0.9526324184485603,10.975489092284459,8.295312696813184,1.388336168261111,6.8941432260179925,11.186067263286283,3.632710855069245,5.137575249851229,8.834082186864666,3.071883486085438,-8.37648201287233,-4.164734389577539,8.950790423727819,7.802814088835696,-4.293161438337358,4.0667086902705964,4.290801093318568,-0.468654989101173,-4.5786905352169125,2.901203571828843,7.132826237352334,5.101041390895422,13.395392242479902,6.138083309877324,11.49311415051776,11.744209449079928,7.969768035114231,7.9236888886823,14.215876380598655,4.49007656120516
