,betweenness_1,betweenness_2,betweenness_3,betweenness_4,betweenness_5,betweenness_6,betweenness_7,betweenness_8,betweenness_9,betweenness_10,betweenness_11,betweenness_12,betweenness_13,betweenness_14,betweenness_15,betweenness_16,betweenness_17,betweenness_18,betweenness_19,betweenness_20,betweenness_21,betweenness_22,betweenness_23,betweenness_24,betweenness_25,betweenness_26,betweenness_27,betweenness_28,betweenness_29,betweenness_30,betweenness_31,betweenness_32,betweenness_33,betweenness_34,betweenness_35,betweenness_36,betweenness_37,betweenness_38,betweenness_39,betweenness_40,betweenness_41,betweenness_42,betweenness_43,betweenness_44,betweenness_45,betweenness_46,betweenness_47,betweenness_48,betweenness_49,betweenness_50,betweenness_51,betweenness_52,betweenness_53,betweenness_54,betweenness_55,betweenness_56,betweenness_57,betweenness_58,betweenness_59,betweenness_60,betweenness_61,betweenness_62,betweenness_63,betweenness_64,betweenness_65,betweenness_66,betweenness_67,betweenness_68,betweenness_69,betweenness_70,betweenness_71,betweenness_72,betweenness_73,betweenness_74,betweenness_75,betweenness_76,betweenness_77,betweenness_78,betweenness_79,betweenness_80,betweenness_81,betweenness_82,betweenness_83,betweenness_84,betweenness_85,betweenness_86,betweenness_87,betweenness_88,betweenness_89,betweenness_90,betweenness_91,betweenness_92,betweenness_93,betweenness_94,betweenness_95,betweenness_96,betweenness_97,betweenness_98,betweenness_99,betweenness_100
191,8360,2864,7358,5924,7778,8185,6689,5852,3277,7480,2346,3144,2420,3296,0,5597,7751,7774,1449,6629,3650,5094,5268,3375,276,1221,8181,976,419,0,6607,1723,2968,6520,1283,7723,5159,6880,6549,6469,6019,5956,260,2841,9032,7442,5793,4620,3578,5320,242,3276,1400,3751,7989,2886,3741,8030,4728,6422,5945,11,286,961,0,0,7625,1389,6005,7442,6249,2822,4976,2848,4049,3128,5707,21,6645,2107,6343,5599,7578,8954,7280,7864,4815,2791,7789,5946,3178,3830,7860,7459,8075,8872,8360,8087,3979,4701
192,8880,7287,7835,7341,6931,3382,6242,6952,7413,668,2513,7345,1836,6940,5040,5961,2542,7326,1702,7333,3931,2686,1,802,6384,790,7451,0,1144,0,0,1859,7632,6998,3000,7343,3170,8,8409,460,5119,6854,1556,7027,3022,7154,3736,7472,8742,6882,5664,2975,5068,6808,1,7235,7423,2731,2483,4898,3582,2942,4031,8387,5605,4712,564,3699,6833,7138,4043,2972,3522,890,6411,30,7401,0,8794,953,9082,6497,6130,4806,4987,6910,2830,4271,7479,6176,3576,0,7228,8436,8672,9118,5834,3045,2559,6978
193,989,3358,4979,7435,8632,5313,4266,4704,5638,8244,1,0,3717,207,4039,5749,6562,6033,3267,6769,3447,9085,2830,8653,37,1953,2380,0,63,229,3468,2145,8586,6294,7118,4269,2461,5431,3709,2074,7704,1864,8780,5941,1622,8387,8562,7579,8515,8999,3260,3510,5578,8825,4320,2087,6773,3483,715,590,5419,4038,2292,1768,7356,2294,8312,4871,6152,8325,3540,571,8488,8735,7504,7610,8302,1272,6867,4454,8487,8876,5796,3417,358,4827,3624,2017,8688,3245,5694,4481,1431,5489,695,3604,6374,7249,5642,7224
194,3503,1976,1414,2599,2561,1097,2820,2907,3863,42,4177,4368,468,6301,7436,7426,5890,7634,2578,3595,4969,3522,265,1636,1272,5843,2555,7373,1884,130,6963,5745,7605,4789,5808,6997,5261,7987,7164,3102,8736,2227,5420,8958,3301,9050,4466,9072,7738,8260,4891,3831,5839,5530,4218,2179,2319,7121,420,5728,1793,493,1573,4045,6074,3297,2140,2437,9100,8288,450,9102,8058,31,8179,8682,5546,6039,4314,5162,9014,6295,4042,8405,7542,6010,7454,3683,6702,4085,7213,2858,2521,7093,3773,7824,6226,3716,2217,7453
195,2681,9084,5561,7672,7684,5870,6143,8002,7216,6993,0,242,15,236,0,5009,1601,4739,2919,6767,4516,9058,1,9064,2037,3727,6557,4810,4373,2721,2518,7918,4263,771,4123,8370,6201,6,328,38,3093,2792,4998,1547,5832,2792,4672,6602,4291,9052,4406,8006,2883,9162,8154,4521,7118,8144,87,6735,8470,4,2999,5777,4866,7498,0,5804,6493,3811,2524,5472,105,5507,9000,4827,0,3011,1791,7495,6600,5577,5733,7766,7850,4617,5901,5134,8566,2654,3476,192,8274,7164,2095,6669,7946,574,3251,8942
196,2723,4923,1353,5925,1132,4096,6550,5257,2771,8509,5041,8335,4844,160,2062,8234,2499,8714,5643,4586,6611,8078,1622,3433,7222,7801,3195,235,1014,3546,8047,1350,5739,5833,2257,7227,3552,5913,6710,4439,7442,6315,8426,6506,8595,8550,6932,4376,2338,5627,3056,6259,5217,3198,889,3124,5615,1291,1334,1688,8001,2775,37,6167,338,211,6706,293,4082,8564,8452,8133,1933,4841,3635,7366,270,1505,7287,8642,3237,7310,8239,4572,5767,6438,1743,1170,3161,8284,3636,8168,4073,6073,6507,8379,8774,4724,3573,5503
197,2206,4575,7613,8171,6369,1725,6354,3171,8728,8239,798,8003,649,8597,6490,6976,4985,6496,3093,8275,4451,1640,4175,714,667,5492,5881,3970,4873,1119,5659,6230,7544,4706,8670,8804,2776,5200,6396,7475,7697,946,7742,4710,6434,1776,8866,8631,6655,4927,1788,1362,7038,8195,3430,5684,1196,6342,600,5513,5414,2285,3644,5645,844,6322,1191,26,1010,5341,6197,4359,3292,5173,8709,7126,6938,2019,6907,3399,1481,3674,8685,6344,6162,7226,3421,2665,7836,2526,4172,3087,2558,1875,3324,2279,3063,7621,8185,4286
198,3696,7040,2045,6293,3760,2497,900,4815,4817,396,826,7,3714,2855,5170,8413,1607,4238,2189,6175,5833,4607,6276,2105,3709,5233,877,4127,114,6534,8911,5258,4913,4238,4865,7844,7689,6732,8928,8107,7785,4789,8519,9114,7254,8262,7870,2166,6428,8503,4708,4515,8577,7793,2104,2243,3261,4858,3529,3068,154,301,0,21,472,804,78,3044,8421,8326,8984,6706,8994,7706,8386,9078,629,134,3990,3733,3029,4654,6890,1972,7865,3057,7701,3471,6057,4095,5176,1647,5714,6345,6330,8536,4232,1482,6111,8335
199,2017,3737,8342,6054,3085,8734,7889,7927,5639,382,0,1730,2111,890,7893,5947,7819,3441,6591,5890,5150,3584,2262,8007,1269,2316,2444,3403,5144,3043,2383,1633,7991,4199,707,6523,6420,979,3796,6241,8640,437,2197,4658,4459,5100,8828,8648,2847,7882,735,3512,4539,5890,8528,8916,8063,3888,67,5382,7707,317,5798,3103,3620,8111,4550,3305,6999,7249,4691,6431,1241,8259,6669,5824,2915,4646,3576,4663,7862,8235,8209,2533,3979,7979,6263,6008,2985,3523,4699,4423,5094,2497,2576,7013,3292,8692,3590,7910
200,1571,4752,4245,5674,6537,4384,3326,1178,651,2097,6699,7955,1376,110,805,8270,8444,7229,928,5191,6658,4555,5822,7059,4467,8214,4927,7857,4261,2064,1801,393,4585,8383,5604,4952,5794,2988,2120,4914,9178,5171,4820,6756,5307,6971,5729,7709,1443,7744,3435,8381,4184,5576,2207,883,4293,1379,1316,4190,8124,8163,2195,554,3739,365,2575,116,5364,6873,6736,4902,6617,4869,9212,5492,5835,8256,1867,1907,7019,5914,5136,8220,3886,8970,4257,3825,5618,7953,4213,2298,3805,1692,4332,6013,7163,9018,6961,8314
201,28,7630,8290,7530,6922,8088,6962,8744,8640,7481,8214,2422,4212,4319,879,1496,1435,8754,1722,8086,4245,2698,4584,2225,252,4155,2263,8470,7398,1283,4200,764,3768,8070,7642,2961,6008,3139,4747,4710,8316,4785,8704,8058,6359,8338,7186,5449,4596,5914,5910,8254,3494,6904,6738,7191,7815,6489,2957,0,2532,403,3709,2414,4355,32,1193,2225,5874,8388,5403,2337,2592,7182,327,3891,7594,3722,4181,4084,4502,7320,3363,4490,4201,7994,2340,8800,2336,8198,5823,1355,3176,1872,4602,4327,4523,3422,4741,3939
202,6546,4805,4998,4432,6533,7045,4696,6441,4037,3102,488,1333,219,6834,8153,8211,4437,5026,2312,7103,4738,16,8351,3188,7375,298,380,2129,6097,1234,3542,3933,7611,6859,1630,4269,3326,6289,5328,1875,7040,247,7827,8739,7888,3952,6971,4786,6462,7298,2628,8259,5068,8355,8419,7025,8081,6178,1244,3789,6345,2801,1687,5254,3509,8221,4229,951,8815,6056,7995,8443,8161,3550,6353,1742,6499,1950,1493,1242,8971,2642,117,5314,3978,4650,4686,4139,3301,3181,4533,1125,6116,2040,2068,8887,2927,7297,7165,7815
203,2549,5723,8086,7999,5332,1013,5940,3402,4472,0,0,8488,103,3460,8012,2080,0,7141,883,7863,7958,969,5302,7284,3154,3960,6024,78,1631,5089,2137,3058,4620,798,1290,5824,6476,1360,6915,4420,7996,8108,7941,6508,8530,5630,5639,5929,2687,7484,4524,6246,5946,7047,3233,1637,6446,2560,0,1571,8434,1879,5281,2697,4061,3245,0,471,7205,6991,8192,7230,3282,0,7528,7328,2968,8258,7278,4462,6638,7264,8586,2549,2638,3254,6362,2931,8278,6929,8110,5436,8104,3438,3041,7267,6981,6542,1888,7554
204,843,8179,8443,7275,6600,916,5372,8270,6174,3728,3891,3687,2657,193,1648,4281,4810,9083,1725,3530,1944,326,7685,1522,8936,4238,8745,8090,6172,15,6067,1965,4549,3969,7299,4944,5423,3539,4504,5300,8990,2447,5772,3406,5360,9107,8371,4517,5568,4315,5527,4593,8819,4281,2272,495,5032,8630,277,112,911,2573,6288,1986,6179,5311,1063,7041,6970,4108,8622,2433,7295,4805,0,5592,6210,2763,1686,8166,5636,8847,7116,5571,6087,2612,1667,8182,5380,3482,7575,564,5224,4923,8741,3384,8939,4273,5499,3772
205,5990,5316,4999,1936,2828,4155,4105,4647,7073,1616,5460,6596,7950,0,4279,5418,58,6131,322,6701,2450,4061,663,6592,6617,7943,8409,603,4457,6765,7014,5742,3673,3786,6361,3942,5938,8394,6310,3086,5336,4528,4289,690,3296,2730,2921,4423,6540,6922,213,8242,8653,5558,4696,6416,8876,8755,99,521,954,3672,5320,0,374,835,6457,2671,4479,4964,4197,4501,4070,2872,6828,1943,3366,5418,6678,2335,4515,8968,8004,8378,8418,6213,4394,1116,7965,2808,7913,8430,6227,8633,6493,1939,1847,8849,6604,8259
206,4658,5043,7599,5657,8709,583,2545,9247,8845,188,5946,5549,20,9225,6099,2065,6187,7085,2011,8491,8072,1941,91,978,4298,7406,1888,172,2,4396,6274,3919,8088,3764,7136,7743,16,1,2535,5090,4281,5856,9185,4093,3113,7027,5089,4366,5603,4771,63,5173,2618,8403,2448,21,4451,7519,0,3321,3279,1833,3341,9437,8567,6320,3303,2302,4711,6761,8086,5504,7991,4336,4084,1270,1071,5621,6082,6109,5201,5016,9183,7788,394,7775,0,1876,7500,4734,7837,7659,4968,9355,8847,4056,7363,2225,2366,3185
207,2655,6970,6310,5327,4494,2902,2639,8277,3681,650,282,4031,3742,1264,2520,414,3493,6998,8397,3146,3227,3857,8390,7078,6998,7317,5203,1690,8137,7832,3574,1183,6232,6457,3971,3129,6279,7775,1888,6207,8201,3158,7294,1172,3440,8824,8075,4929,5411,8714,2713,8299,1414,5452,4827,3393,8488,6854,6961,5231,1057,4527,2228,5347,4396,1934,1580,2853,8141,4293,4367,2670,251,5470,983,1846,8075,7862,7020,5135,8782,7794,2358,7977,2445,5433,6900,3047,7876,3755,7764,1106,1971,3434,6531,3976,7415,6621,6433,5502
208,7769,4571,7648,2340,4341,7844,3082,6627,8745,229,3377,3104,135,2462,6742,6834,2256,7505,1632,2793,1068,1293,0,5513,3740,2538,2142,4691,13,4623,4424,2930,3926,7204,4423,2475,6754,8044,7781,4663,8615,3884,8447,7685,5655,6938,4358,4326,6152,7769,4353,4799,6806,4717,7761,8725,3539,8487,5059,7057,4682,4260,2034,62,277,3502,7087,0,457,7711,4322,7962,344,653,21,2179,5975,1018,3895,2279,5996,7809,7677,7554,4847,7944,7459,2199,3202,7605,7940,4823,8827,6734,2998,7489,7724,3462,7942,5549
209,4282,7149,241,8777,8976,4098,7618,2461,7038,7534,2295,6081,4016,2652,546,7899,6362,1886,456,7632,2612,7911,7051,7021,1885,8894,4776,7768,6928,1484,4358,3907,5758,3766,216,6873,7805,6959,7361,7981,9046,4947,1717,3997,1341,6252,6298,7062,4073,9104,6324,6179,3939,9050,4800,1288,4558,3292,658,858,4346,4710,3818,6775,1637,1961,7041,857,1179,710,7263,6150,5599,2219,9090,8954,1641,8698,3759,2154,4532,6605,4580,3872,4993,6302,1135,4108,7891,2791,7741,4730,4416,2758,1598,2848,4071,6106,2363,7522
210,8012,6899,6343,4907,2495,3191,1144,1680,233,8132,6341,8308,7994,8018,5121,7770,3970,5855,7209,8402,8218,4087,6801,8251,4010,8507,3466,1956,2951,4025,3124,1455,4702,6059,1331,5366,3566,1918,3100,1916,3868,4809,4989,3395,7928,7676,2587,8601,7853,8595,3017,7363,2427,8408,4029,536,2428,7672,98,5075,6125,7392,5174,3441,1143,2755,525,2033,5209,7666,4103,6494,6017,4500,5586,8671,746,6989,4857,3062,7937,8179,3939,494,8326,7355,7122,122,5385,1098,2969,679,6123,10,4082,4314,6205,6411,3027,8302
211,3905,8099,8388,8280,4467,5057,1988,5806,4967,3353,1218,3019,648,3989,6278,8460,3137,7373,345,2578,5679,612,337,7251,5047,8423,6462,8363,2067,981,2069,8129,3618,5372,4949,1893,7299,5130,7984,5062,3676,5222,4024,3469,3779,9037,8626,3158,7880,6518,5311,4087,4997,3971,5364,3690,3054,6485,2695,920,464,79,8396,5514,8856,6474,3024,66,7858,8991,8526,2482,4989,4354,202,4935,3461,13,4681,8458,7833,8461,4412,6518,6266,3958,2737,8128,5019,689,5322,6407,4722,3241,2123,6501,5455,7465,2985,7054
212,9125,2713,4589,7937,6367,3669,3423,4637,2332,0,0,0,248,2122,8659,3508,6627,1400,4946,3372,8533,8909,3793,6634,6923,5843,4879,9309,5418,3249,9361,7099,4713,3964,6895,7973,9103,4807,1255,6164,3050,8075,7191,8409,8661,8073,4901,6226,0,1452,2354,3972,7007,7101,0,5732,6033,1553,3268,374,5317,1358,495,5348,7079,8077,2699,65,5197,5221,7803,4468,3259,0,7471,5353,616,3016,9173,7875,4811,8543,5987,3198,7403,2260,0,2271,886,5099,2200,8729,5222,6751,8931,8907,5434,243,6,2
213,1745,2770,2101,5217,2699,6694,2270,5472,4398,4772,315,9031,3905,469,1354,6254,6734,7810,3744,5220,8228,6933,2163,8951,5850,7752,2690,5918,3581,6173,3597,3608,3369,7892,4850,3268,6748,5854,8949,3894,8927,5796,6392,8236,5904,7675,9115,2670,961,8373,1163,350,5875,5902,5147,2335,6676,2134,1565,1980,8515,7729,7666,2555,194,1254,8565,1703,2414,5689,5982,5550,4337,502,9015,7482,3346,8293,5421,5568,7386,6774,2424,1980,2081,2036,6319,1217,6903,2602,6237,4313,6770,2510,3738,7151,4931,7800,1591,7578
214,1292,6202,23,8340,8146,4440,2146,8690,4385,11,4,924,4066,6106,5699,6965,7792,7876,3625,4221,8346,8702,7729,8525,294,2125,2354,45,8368,5518,2083,1971,1572,7003,4523,4036,1950,3631,4306,4859,6260,1557,837,6988,5812,7344,4934,4740,2420,8792,1967,8426,4898,4785,2967,4095,1682,8344,5233,1032,4770,2790,7329,5686,4444,5215,5640,5335,5185,7398,8734,2147,6336,8262,2113,59,8264,3502,5592,1563,7584,7372,7645,2346,1845,1925,5251,4800,4271,7047,7389,4687,3198,8166,5467,5054,7748,4978,4860,8593
215,3503,7528,9087,8712,8716,376,4498,5336,1041,2543,5029,7307,5379,753,4436,8899,5517,3729,3546,3465,3186,1850,1600,5836,7422,1829,5302,4942,1283,1123,8761,5757,9003,8295,7877,4116,4470,7248,4718,4414,2145,9002,5840,7401,5044,1215,6839,6339,1559,2915,355,7943,6914,9076,7523,495,5096,1979,4278,3570,8513,5775,78,3950,7476,7464,5679,2814,4348,8723,7327,7257,5237,2375,172,4433,3714,3480,4501,5754,4047,7351,3147,1937,3810,37,447,2105,4670,8815,5080,7380,3133,8814,4984,5578,8919,3164,824,5437
216,475,8610,1211,9094,9236,2380,559,7442,6614,4922,4725,8344,9190,3917,589,3318,4638,3834,6277,1223,6351,3450,8712,7332,3448,4319,2523,41,4905,7778,3941,2572,8364,3603,2796,3493,8806,4566,7222,7344,8280,1593,5730,4554,4688,7408,5388,6458,1513,8338,4874,8130,7244,6400,7130,7618,4537,7460,6424,229,19,8654,2968,572,8146,1330,2840,1793,4590,3630,1654,3512,8524,7142,803,1033,6900,8408,2531,1720,2061,3950,4905,7694,4510,6452,8512,952,2452,8140,7786,1340,3414,1443,4883,3838,6280,4462,5450,3093
217,6500,8521,7262,2009,4240,2044,1637,6226,7859,3232,4045,5837,2834,482,6007,2888,290,8557,3175,1025,7539,818,0,8343,4484,6651,4735,984,1700,386,5382,4588,8617,7635,4123,3135,2972,7709,2156,5472,7360,4080,6266,7621,8073,6250,2834,7174,5388,6853,2042,2906,632,6592,4304,661,4027,8955,4473,8467,6739,2521,5443,2418,6682,8321,2181,5254,226,7993,2436,5564,1593,6873,9051,1873,33,8851,8466,4903,5498,8369,9015,8911,4983,6047,1932,945,4557,4861,9093,3796,1871,4260,6947,3710,6485,7809,1662,6012
218,4551,6547,5941,2818,5693,3036,9253,7639,8435,166,43,1143,3033,806,131,4600,3483,5780,6444,4610,1134,8407,4510,5312,790,3762,5478,6666,6533,6961,4910,6147,3776,8289,7326,3708,1578,4986,6394,2028,6631,3357,3155,2053,4815,6458,8871,3438,3387,6540,1832,5770,7903,8299,7799,7749,6923,8851,2704,45,10,4042,911,2423,5,346,6887,1618,6376,6428,2307,4993,6382,3337,8249,6549,6660,3294,4171,1555,8055,9165,7955,4948,2685,9221,6763,8317,3059,8425,6849,3826,6338,2282,4576,3069,3472,7821,2706,5508
219,6569,2664,6355,3412,7095,5330,1845,7298,5235,8456,5969,8725,4096,1818,740,1438,5023,2871,960,3774,4111,1204,1628,9001,1924,8813,5554,6468,8673,6699,2698,4439,5037,6136,150,7907,5180,6301,6003,8621,8685,4274,5634,1954,1657,5923,7037,3689,1809,8941,1259,4479,7502,7866,5777,2778,654,4391,4776,3737,7818,3561,6876,5683,5422,1302,7246,3303,5995,6021,4553,4519,5899,8331,7492,6945,7143,7263,3343,2414,6382,5864,6884,725,5457,3786,5544,1274,8442,1415,7232,2652,7229,814,3823,4142,2669,1065,548,8861
220,961,8089,3510,2947,5504,1699,7130,2927,1022,2810,272,8715,3012,358,1230,6106,8941,6913,4206,5170,3661,8513,2733,8627,6376,8627,2554,2172,1715,397,5134,3029,2436,4455,8139,2005,2604,8231,6467,1943,6433,3743,3850,8917,3020,6150,7892,5016,6715,8341,1764,8081,7976,5218,5102,5756,5606,8028,7558,3127,6270,5718,6941,622,299,100,8597,1323,4077,2053,4330,4707,5506,4799,3862,6558,3004,3179,3215,2638,8765,7711,3734,8045,1701,7597,3143,3579,5445,5138,3825,3889,1927,7036,8086,8605,6022,4742,8841,8811
221,2771,5794,3007,3179,8851,5652,2505,4716,5185,5607,4718,6522,1119,8107,6743,8731,2496,7472,6134,1575,6363,2280,3480,6594,696,8861,1163,702,5666,2970,2972,302,4037,1577,2756,5509,3481,1483,6276,7035,8409,858,2889,7769,5992,7410,8849,5211,6264,5316,2303,8857,8877,8867,5069,6467,5376,2708,834,719,5020,1559,4048,874,5039,4195,3949,7992,6406,7318,2840,7797,8206,1428,4013,5031,3144,4314,3493,1752,7663,6415,8090,4048,6004,8178,5702,704,4275,8387,8298,1473,7506,2407,2233,7635,8815,5124,6151,3083
222,6309,8002,6274,4677,4754,1389,6689,251,504,4707,4409,8462,2710,4962,8494,8530,4441,2632,6109,7762,2479,8180,2405,3623,4198,8390,2397,1266,4282,8870,6016,6131,4372,4461,893,466,2267,2756,4884,1290,8214,5195,4570,8896,6800,7275,4398,3584,2030,7840,1194,6785,8602,2661,3319,1631,3823,200,4364,2488,7860,6088,10,4850,5368,8334,4382,1413,4899,2178,1153,7800,958,6726,6779,4557,4070,8552,8600,1421,4495,8478,8214,3741,2072,2523,4736,8424,4289,8472,5399,1730,4383,8060,4721,8784,8580,7794,808,6599
223,4257,5477,1657,5971,5306,1251,1366,3978,785,5684,39,2233,2237,2741,226,6236,8157,8877,1378,7142,6942,5426,5068,3232,7964,7407,6511,3949,2971,1695,3543,81,2047,5555,6670,5484,5327,8056,7277,1370,6942,1326,5177,4906,8028,8585,7718,7040,6898,8283,7620,1371,3693,1531,1654,243,2493,2088,4268,5386,0,1957,7325,7347,428,6438,2350,3272,9037,7423,4633,8381,4925,4202,5126,6861,7794,7343,5180,4988,7443,7361,6300,8237,4751,7892,2465,2460,5778,6461,4932,6421,3005,2016,6836,8965,8542,3944,4771,2514
224,5127,4670,4030,6485,8865,6405,5659,1194,5201,3693,2512,3519,6431,3444,5959,7285,67,2021,2706,1125,4665,6725,4630,3898,2318,8737,7861,8785,2263,37,8503,2695,2097,2511,9211,2763,849,9185,2293,7035,3506,6159,8929,8897,2107,7549,5617,7153,3910,5041,7353,6637,7515,5901,7201,2791,4759,3597,8945,6921,9061,6045,7929,3994,1544,1279,3384,1238,3025,756,632,6597,7529,9277,8637,5259,209,1324,3827,2759,5623,2201,7403,3090,8799,8251,86,5227,332,4778,8811,2637,8667,1716,7495,7293,3189,4925,2297,2455
225,1815,0,614,4344,6687,6598,262,6482,7078,283,0,41,6719,3337,9116,5519,2848,7454,5286,7761,7266,6488,8836,3479,273,3359,5978,1806,2040,11,5821,5595,8541,6986,6881,6811,4093,7867,5032,5180,5865,830,7385,172,4922,3001,6926,6696,0,4706,82,1627,900,2211,4073,2688,9050,6967,0,0,7402,6957,7801,4808,8457,554,8774,4574,8545,9230,7481,4640,8542,0,5540,9136,5969,8954,3743,5996,4438,9214,5140,1593,5806,6266,2823,2463,7203,4887,8838,5708,314,3,555,1896,3556,5903,0,3452
226,7310,1003,7352,2089,8464,4701,3910,6836,2826,216,154,5253,8503,2946,4474,5086,4971,6354,7180,5659,7222,7034,5555,338,712,46,7278,2510,4183,1507,1090,2114,3870,3755,2100,3598,8714,7596,3269,4239,8712,2645,1037,7068,5311,7662,6721,6272,3544,9245,6929,3072,6144,7311,5069,553,7248,5439,8232,258,8614,8799,9173,3523,7206,7498,5837,3892,7570,5593,7406,2679,3988,2439,1483,8534,790,3772,2061,4830,5909,8572,2506,1980,2101,3689,5930,1945,6631,6288,7162,5531,2894,601,6174,5543,4951,7325,1614,9053
227,5470,2665,5356,3875,8863,6141,2262,1234,5720,4461,2527,1540,7407,1642,332,5167,5214,3266,3163,7706,2989,7385,5450,8457,9037,7975,8080,2604,2613,5268,4666,5628,3208,7124,8055,3715,5300,2860,6363,3726,8912,3899,3287,7474,5296,7198,8983,9044,8349,4973,6486,2433,6043,5055,5205,5320,2625,218,2391,2961,972,5368,5245,902,2760,875,1093,3311,8056,2576,7006,3226,331,7612,5305,8986,7131,3268,2420,7381,532,7276,6127,5164,2705,3015,2808,2652,4593,4957,1853,8917,7242,5520,7737,4405,7074,6435,7962,2541
228,3041,8099,8033,2288,1846,4894,4691,3502,605,1626,5374,8076,3222,7276,8326,4932,3477,7126,1156,8139,4342,7995,4079,4500,1660,1266,7138,3280,7523,1878,1678,1776,7336,8073,3416,7052,1833,7227,7993,1720,5080,228,4441,3582,4255,7097,8353,4472,2563,4516,4351,1484,4632,4330,2185,4713,884,2565,838,6202,2342,1275,4767,8098,7980,8414,7988,7629,4139,7171,8218,1591,8403,1414,7162,4691,7955,4781,540,2293,7326,6589,5309,8422,1978,8366,4693,1405,7469,7820,6989,4149,3723,3782,8060,5866,8178,7140,4537,1995
229,1230,5005,8562,6771,5496,4360,8683,7849,2431,2068,104,7162,3633,1723,424,3009,5387,8367,1146,8511,2655,7864,2505,2587,1437,8719,4800,8315,3117,4463,2665,2619,6965,8539,6379,6414,2132,5072,2637,2405,8803,3715,4901,6475,4881,8620,7803,7260,6773,6219,376,4939,2336,6573,5144,6867,7913,7890,23,1720,3353,4193,6081,2439,167,3,6721,2106,6127,5851,1505,1751,2875,5632,207,7705,6334,3,4352,5692,6232,8769,4384,8597,4099,8407,2216,1162,4323,4775,7947,8193,8457,2870,6675,783,6434,7114,4291,7958
230,6132,4944,6205,5175,5665,2381,7019,6014,5001,875,0,6366,1871,475,743,6263,7670,8074,4214,1767,4889,2580,8246,5097,388,4455,2205,7215,830,64,5342,474,5068,7832,7459,954,7738,7610,8332,6051,6133,245,6699,7053,3984,7379,6464,3711,8651,8477,3112,7513,5833,4575,3243,8645,7393,7583,0,0,53,5317,1597,4963,1890,899,4829,7623,7627,7137,3212,4864,5433,2626,2595,2137,5029,1481,2084,594,8747,7303,3236,8555,3689,8743,6413,2547,2056,7756,7123,4222,5470,1482,6440,7583,8164,4829,6673,6032
231,3909,4010,19,1836,1,498,8847,2073,33,3540,7763,7623,8094,4760,7825,6229,2717,5970,4390,3582,6548,2535,3610,2428,7633,4302,294,2757,7641,6337,9059,8389,9013,6526,3834,1039,2941,1658,4739,4467,7885,2086,2503,1991,2491,4511,7931,6933,606,1401,4554,6867,6833,4918,6671,6334,7619,6307,4015,8242,1161,4100,5465,1104,2838,8009,8099,6873,6781,2665,8993,5188,2901,4292,8139,7983,3404,2985,4207,8118,1279,8207,6965,4643,5623,9079,434,1015,290,7527,8326,8961,6700,3861,3196,5371,4721,3869,2028,6239
232,1915,3937,2964,5157,9059,8647,1229,2684,2630,7608,3580,4341,7407,6451,1671,6019,5185,8561,3038,8211,4623,1653,792,6670,6469,55,3650,9016,3695,3,7827,4707,3850,9149,3806,6575,5440,4674,3227,75,6218,6021,6699,8907,7706,8011,6265,3963,2535,3416,4512,6140,6873,5773,9239,4428,469,4603,0,22,1191,7913,8961,8695,3651,766,5057,5362,8855,9005,7939,2044,2507,7729,0,1053,1,856,8115,6144,4871,5739,3933,3386,2996,5630,3563,3154,3580,4647,4506,8208,1717,7189,6481,8775,7471,2814,1387,4608
233,6665,8041,8412,8688,8296,8492,6104,7620,8048,4060,246,3919,3818,3081,172,4080,1725,5279,1631,1981,4571,3998,2569,3575,6845,4586,6949,6845,2299,3952,7651,733,1996,1923,3975,4986,4307,2820,3153,4998,4255,6393,7810,4485,8582,7336,3751,4376,3084,1686,2285,9256,8160,9262,7486,7200,5615,8938,4259,455,1153,211,3510,6033,7005,1152,1287,5078,224,5139,5208,6693,66,3949,1179,7382,0,3616,1468,6787,5708,4347,8388,6112,6599,8848,3059,9010,3994,9304,1645,1784,4118,8782,8972,4523,5722,4538,6613,3745
234,881,422,2698,1678,3985,1730,4847,3104,6350,8736,2916,8576,0,2730,3873,3513,2015,5573,4180,7103,2551,8497,6996,4183,7042,8461,3971,4762,3893,4384,1840,4762,6436,7722,7186,4279,2417,6404,5428,2698,8191,6615,7568,4169,8654,6961,8816,8085,1062,7086,1553,8405,4696,1201,4806,7481,3959,7100,1445,4472,1153,7005,8753,1148,5654,2922,1650,6427,4478,7909,5387,3887,7638,4674,4048,8183,2442,7248,3770,876,4050,8429,6940,4945,3565,8825,1524,5241,6752,5748,7236,1164,7277,1393,7917,1578,5545,2748,1197,5462
235,3835,9046,8862,7386,7737,3385,6956,8894,7948,168,1106,2168,3304,2984,4097,8692,8408,6832,8752,2733,6233,6591,2101,250,3289,758,1441,1521,639,4326,4871,2375,6682,4725,1571,8696,6229,8474,2344,6411,9126,3442,6854,5010,5601,4863,7416,5714,3988,8930,3576,8416,8758,5274,6505,3871,6410,4471,4584,3331,6734,3360,836,890,166,2665,4761,2070,3977,5282,4273,754,2484,3792,5184,3497,2502,5726,3371,4895,1855,7756,6266,6481,6766,4919,6135,1893,2183,8630,8820,3590,1940,4129,7604,6524,3866,8568,1159,8686
