,betweenness_1,betweenness_2,betweenness_3,betweenness_4,betweenness_5,betweenness_6,betweenness_7,betweenness_8,betweenness_9,betweenness_10,betweenness_11,betweenness_12,betweenness_13,betweenness_14,betweenness_15,betweenness_16,betweenness_17,betweenness_18,betweenness_19,betweenness_20,betweenness_21,betweenness_22,betweenness_23,betweenness_24,betweenness_25,betweenness_26,betweenness_27,betweenness_28,betweenness_29,betweenness_30,betweenness_31,betweenness_32,betweenness_33,betweenness_34,betweenness_35,betweenness_36,betweenness_37,betweenness_38,betweenness_39,betweenness_40,betweenness_41,betweenness_42,betweenness_43,betweenness_44,betweenness_45,betweenness_46,betweenness_47,betweenness_48,betweenness_49,betweenness_50,betweenness_51,betweenness_52,betweenness_53,betweenness_54,betweenness_55,betweenness_56,betweenness_57,betweenness_58,betweenness_59,betweenness_60,betweenness_61,betweenness_62,betweenness_63,betweenness_64,betweenness_65,betweenness_66,betweenness_67,betweenness_68,betweenness_69,betweenness_70,betweenness_71,betweenness_72,betweenness_73,betweenness_74,betweenness_75,betweenness_76,betweenness_77,betweenness_78,betweenness_79,betweenness_80,betweenness_81,betweenness_82,betweenness_83,betweenness_84,betweenness_85,betweenness_86,betweenness_87,betweenness_88,betweenness_89,betweenness_90,betweenness_91,betweenness_92,betweenness_93,betweenness_94,betweenness_95,betweenness_96,betweenness_97,betweenness_98,betweenness_99,betweenness_100
0,1614,6131,7276,1533,7103,1355,2464,3537,6391,233,2601,3445,905,391,2960,5050,1748,7222,1397,6292,698,5034,9029,7492,2420,5465,4808,6367,7280,283,6737,1494,4862,187,6446,5002,3096,7068,7534,7292,9181,5283,3662,6940,2506,7732,6486,4550,7410,7718,6354,6511,6441,3356,6213,3259,5548,5101,614,6647,3490,3110,4239,990,218,6407,6269,8985,4732,9103,3942,7086,7833,4482,7640,6394,1517,6361,3383,6120,7656,7537,6305,1991,2563,2943,1583,3467,7228,8941,8343,2958,6066,2002,3034,3583,7372,6535,4618,7065
1,3525,7915,6874,9074,7995,1127,5807,8151,7554,0,3349,5709,1186,5033,6660,7248,8980,3387,263,9071,6285,18,2247,8093,2826,4444,67,3363,4476,5400,3145,5364,6381,9172,3812,8433,1658,1691,3116,6187,2389,0,0,2211,5826,136,4347,7817,2576,4545,0,61,4660,9270,6573,148,6519,8709,8973,14,21,8335,8188,7207,4273,6334,7562,194,1,5184,9098,0,4691,50,5896,181,4030,5677,305,702,8245,7177,6322,183,4809,6972,1,8611,8286,6655,2645,6595,9000,820,0,136,4863,8241,0,7158
2,805,5906,3369,2808,6902,3937,5762,6975,2042,523,425,3634,191,10,60,9000,8048,7196,8390,7378,8950,1597,8592,4854,2064,5419,3527,2579,2283,5532,4165,2571,4073,1928,2726,1515,6693,7084,3712,846,8454,6678,8272,8832,3448,9410,8188,6778,939,5009,4076,6756,8192,6719,4408,1911,4142,3028,0,0,4077,3350,6594,919,6512,6804,4410,7424,9048,3586,9356,7494,392,3544,1912,5583,1913,7326,6881,2585,5181,7676,5807,1240,7098,5930,5669,5021,989,5649,7438,2871,5414,7466,9286,8768,9076,3880,1546,5491
3,1436,7308,7900,8257,6571,5901,8759,5943,8543,337,7023,613,7345,8871,7275,6031,105,4374,0,1256,6551,3007,3034,3076,112,2024,2500,7236,43,1601,7497,2337,2822,6607,7851,7181,8755,1937,1946,140,7326,3123,4816,4396,3836,8239,4410,4059,870,7521,7330,7077,6362,4007,2884,5745,4264,7531,3806,3062,51,6577,8863,4163,67,8975,3814,385,5923,7595,1788,2084,4730,4317,1847,4228,4494,2762,4414,1294,9071,8955,5885,6419,5873,7581,8919,8449,6279,7259,4567,2146,5306,3852,3801,4318,8725,7393,2929,2872
4,4058,3940,5074,5705,8876,4670,6213,731,4617,460,97,1854,3870,4325,689,9088,47,5608,4377,5772,4758,7094,4283,2227,3839,7982,1763,5681,8076,7541,2299,3346,2908,2094,3945,4521,4684,7887,7438,603,7059,4267,4357,5796,3092,8174,5314,5426,7635,7924,1436,3003,8077,5649,8692,7012,5376,4908,4205,1908,2057,340,3328,8724,8788,106,2108,8374,4466,6137,1156,8014,7789,2090,7424,6754,1084,5056,4670,2138,8072,8027,6311,4429,1422,4314,1866,8864,4279,3993,6544,4504,1560,3968,7656,8164,9180,5102,3588,7884
5,3653,4154,3697,3695,5427,2634,2800,7448,2959,5198,1006,5861,711,2037,1693,3477,4488,8554,8303,6490,8116,8106,7035,5977,107,1164,3736,3705,62,3880,1867,4082,5453,6350,5845,1971,4337,4780,6905,3846,9194,5986,8274,8318,5913,8118,9116,8434,1606,8106,3748,6668,8230,3923,2457,1770,6734,6826,541,0,8498,6252,3896,2775,5672,4227,889,7147,5747,8520,8058,3891,1569,6392,9162,5117,8644,436,8,1133,3721,7456,6924,2954,3935,8090,5517,3529,2065,4085,6068,1134,8456,6114,4281,3854,8614,4549,872,6834
6,8569,1862,1719,7279,4338,3646,6032,722,2308,4311,4394,2866,7386,7632,4715,7506,253,8301,216,5035,6651,2362,1286,8333,7324,6358,3671,5747,1899,2672,7700,8182,8037,5733,4238,909,6237,7512,2430,1257,2812,8639,8289,4296,5747,6723,5044,868,1225,4292,4990,5845,4390,6965,4379,6953,5628,1325,4615,4894,4942,7462,8611,4495,326,4242,3006,6080,1847,3490,1776,2805,4816,413,4663,7664,7311,4323,7676,8324,1181,4307,2805,8416,7971,4767,5966,5331,5008,4914,8405,8006,6954,5037,3832,8086,4744,1053,3054,4733
7,6566,6565,7663,2570,3733,2998,4281,3847,7842,6849,271,7984,859,6421,9268,6679,3586,7285,4145,9384,5677,5185,4101,2923,8156,8278,4972,2972,4155,6846,5413,5618,5470,2874,7828,8136,7839,9320,7207,3830,2684,6549,9186,7014,8046,7349,5184,5694,9054,1306,6334,3988,2410,2461,8222,926,2842,3137,678,3041,843,1140,351,934,3982,8122,6316,2124,5757,3417,8538,202,1763,2986,2030,8166,1323,2306,2599,1228,3786,2895,6814,6513,8958,5498,2884,6539,8070,4153,1866,3794,1368,3325,5543,7603,6941,1652,5161,4685
8,599,8497,5735,5521,6738,8289,7349,7393,7979,706,5160,2120,1506,6441,7307,5663,8401,6686,6440,767,7561,7995,1505,5543,6652,5339,1593,6467,4136,953,7449,927,8275,8247,8965,4194,6632,3682,1921,1127,1859,5031,5522,7349,5361,5683,5248,6953,5583,3320,1562,7859,6304,5697,8261,5659,6368,8901,867,2703,2136,3051,2752,940,1519,7190,2457,5603,2192,2483,7365,2724,2072,388,5431,5814,2651,2530,2917,1597,3930,6632,1525,2365,3461,7649,3271,7397,7836,1869,8459,3503,4469,7284,6218,7225,7465,6574,5285,3605
9,2514,3143,4714,4065,1313,7687,4567,8403,7055,7820,8717,7690,4011,5836,4390,4232,2571,8572,2024,4808,2425,2546,1594,8643,7974,7429,8339,6398,8454,4557,4555,5328,4001,8144,4988,7331,1511,2637,3970,8803,4800,7875,5788,3186,5716,8775,8076,5307,1349,2510,1429,1428,4782,4920,429,1508,7277,5812,1755,5868,8166,2905,8482,6372,5294,658,8257,1596,3277,8346,3520,1208,6508,8048,1223,105,7295,5334,1418,5898,5734,5530,7598,3958,8088,6457,3544,3108,5001,4666,3297,6642,64,3047,741,324,8545,7592,0,2211
10,0,1451,0,0,7396,4282,0,125,3394,7550,4916,7966,5246,4891,4775,4415,7930,6720,7146,6952,2692,4869,9002,4231,0,7610,9244,6820,6203,5329,0,0,0,4855,6355,8018,2099,0,0,3922,5204,0,5534,0,8852,7766,7490,8746,3814,5875,0,0,97,7668,3461,3249,484,6864,6612,3339,8076,7484,0,7078,7156,1972,0,194,6732,7402,7570,5764,7978,1507,4775,3476,8648,6359,8896,9146,4283,3414,0,5295,8988,5835,4411,9098,7642,7696,0,2836,0,1894,8760,0,7118,5799,1638,495
11,2254,7300,45,7178,7322,8592,8916,3584,464,3505,2812,526,1176,4299,5753,9178,2281,3194,3669,1424,8976,535,1651,8808,2929,4057,3979,4356,439,2244,3842,1113,7749,2405,6654,3468,7202,4598,2546,167,8884,1227,6531,3371,8083,3439,9012,6071,5758,7324,2442,7229,8798,6511,5020,311,5851,3171,4025,3129,8970,1557,5828,2811,5759,5537,4058,5728,4071,5951,6907,6033,6477,4941,6069,5126,18,7850,2100,2149,6114,8764,8898,5663,3880,8896,7388,1277,7069,6209,8138,2571,6039,3065,5305,4167,9104,5148,2601,7326
12,4653,8125,8803,6090,4711,4765,6113,8439,8002,213,2381,1690,507,7643,4722,6769,7681,1921,426,7777,6162,6957,5058,939,808,7257,8037,4600,726,5835,3074,2565,4457,3596,7073,6817,4853,5558,1062,2932,2546,6593,1943,2972,6165,6134,4206,1929,4007,7246,4083,8993,8013,5640,4379,1235,8867,8127,744,345,4189,3313,3961,4033,3260,7135,5956,729,3503,2671,7008,5592,54,1895,7385,3040,197,4523,1635,2583,8730,4277,8965,7880,8771,8095,4381,9011,7657,7147,7167,5424,3119,1625,7968,2489,6914,5791,2675,7477
13,4773,8479,6572,5746,6117,2644,7890,7730,3509,25,233,7216,3929,0,149,9112,4281,5937,158,2714,393,6133,8571,5469,6798,3253,6724,5490,76,4671,3237,2665,5341,1755,7826,6368,3460,2874,4494,1933,6416,8380,5993,6065,6410,4330,5776,3211,5401,7224,7119,4559,7938,8275,6256,1322,7095,7057,460,6334,6996,3359,8692,2510,5516,455,6274,68,1567,7122,2796,6141,2159,6312,5186,3187,475,2298,4490,1699,6080,6556,7225,5423,3051,8359,2403,9080,5159,6196,4954,943,356,8716,8321,6034,4729,7103,3162,6810
14,5021,6407,4963,3357,7848,7191,6776,7471,6641,1762,5,2603,1940,522,4,5181,8713,8417,1301,7295,6762,8488,1786,2004,3815,829,426,5747,3364,8336,2524,6025,3856,8432,3783,1206,6669,8355,9011,9137,6835,5136,3266,1460,5646,63,5053,5676,3976,4000,2685,3831,6853,6984,8424,1246,5827,6790,6293,2,2073,4186,4539,2191,6886,0,8466,3118,7787,4759,4586,6158,9217,6286,1972,3356,9039,889,5718,5415,6711,6899,6535,4272,8921,6790,1937,4766,3746,2053,3425,8731,9315,1714,5923,154,7440,5661,1956,3494
15,3067,5315,2427,5794,6220,7398,7546,4071,7346,7462,250,477,2022,3971,3724,8017,1523,8087,3325,4097,3168,2573,3294,8178,8,6280,3307,2054,246,9115,7904,3953,1523,7770,3404,1911,6360,3449,7680,5394,8008,5890,8927,5528,7393,6960,3224,8140,6876,6118,707,7369,5354,6344,3947,7202,6354,3742,3496,689,3509,8138,6179,5584,8238,4551,3398,1904,5626,8707,3022,6772,7313,7322,6938,1405,467,6182,3484,1312,3231,9027,4429,3440,2044,7562,2221,5245,8699,3418,7442,631,8395,1622,1862,1655,2177,6145,6347,5608
16,1979,7449,3161,3661,9363,2974,7323,317,5520,9295,45,5907,7790,2328,5422,4711,2648,7843,2013,9241,6783,3565,935,5574,54,71,2158,7483,2017,3857,5820,757,3797,6572,195,8455,8611,6441,3753,0,7203,0,7371,5076,7421,7927,6157,4580,4839,8665,1032,216,7333,8933,9195,6252,1211,3827,1438,7364,8593,2258,3400,4027,4785,0,8541,1826,4804,7651,6332,9175,5100,18,8613,8889,2060,4860,3476,1575,4927,6737,7208,4812,4712,6829,6614,4963,8505,2694,3596,1952,5857,3797,2862,4901,4335,3399,2431,5007
17,271,8792,6626,5809,6000,0,8294,8741,3871,0,3,6792,0,2864,0,8291,28,6849,0,7355,1990,7558,1675,0,0,6160,8884,7105,731,0,4561,411,3030,5496,8815,4330,6552,2757,0,19,3263,448,8967,7299,4923,8890,6991,5175,4787,5128,8022,5714,7077,5930,4416,2379,7501,8873,392,4110,4559,3340,311,44,1350,111,8198,5367,3107,8562,6543,6352,2436,5077,2441,6474,8874,85,2961,8700,3138,6890,8294,8197,8792,8120,3883,7503,2612,4590,3714,3150,3,4452,6214,5577,8848,6507,6090,3267
18,6855,7542,7753,2775,4134,4591,6686,5666,2982,519,1232,3794,1146,2350,3201,4166,3085,7511,7865,7565,7627,4632,5792,5566,1479,9056,2480,1006,7444,8211,6190,6438,3874,6822,7030,4148,8268,2214,7467,6762,9086,1128,4326,3953,1776,6395,5758,5407,4412,8912,2532,3093,4910,4908,7374,2010,3647,7651,755,7271,440,4810,2310,906,387,6691,6940,4646,6514,7371,2699,8832,7298,7248,5117,6883,2305,9004,2644,3458,7703,7276,2324,3534,4000,3259,2728,1237,6801,7947,1493,1634,4515,4226,4690,8277,2603,3804,1730,9074
19,2634,4036,3929,6876,6718,2640,5580,3592,760,7687,5024,3168,2888,3094,7269,7670,6212,6122,4695,6894,2649,7755,6679,4434,5699,1053,2278,3496,4713,4556,2025,6220,1292,4921,8941,2845,2420,8737,2711,7815,7472,993,3945,8651,3031,8823,6125,3125,1439,7847,2385,747,7218,4696,972,4598,4171,2659,6581,2090,7517,4989,1331,5625,1488,5341,2737,6380,7671,8364,5410,8859,8801,3259,4802,351,1293,6904,6219,1343,7103,6906,6127,7005,6740,5380,7679,1581,6225,1538,5290,6111,3441,1588,1746,7817,8865,7429,4165,7199
20,4837,5475,3120,5086,2831,2280,3758,5458,3023,5501,191,659,605,3602,4767,4707,7826,1739,4584,3624,5482,8235,1218,8286,542,9000,2418,4607,8246,8288,2188,5853,6943,6165,6120,7960,1870,8444,8328,5997,7436,7915,6641,8270,3080,9018,8054,4399,6941,9098,4238,6907,4412,4694,2408,3285,5872,6083,330,1702,5830,178,4510,3838,3031,5391,862,1850,9066,4542,1834,4791,5548,885,1749,7840,7620,5829,3049,5112,8954,2230,2784,4143,8538,1783,958,5767,7371,4619,1884,2474,4482,1203,2998,8298,8409,7885,5957,8990
21,9256,6300,7131,9024,5716,5339,5372,4676,2686,642,4572,1582,4582,5829,2910,8132,202,3124,2958,2903,1791,1454,5199,43,855,5560,5250,7107,6573,2672,5445,7843,8248,5571,8642,3052,6698,5127,8662,767,7754,3289,8882,2581,8520,7082,8612,9094,6138,3555,7830,5728,6741,5887,3251,2802,4028,6317,0,8396,3352,4254,2741,293,2525,766,4226,5884,1127,2054,4651,3265,4600,8586,4985,8,7697,5848,2817,5534,8564,5938,3953,3118,3847,9244,5934,4172,4254,2519,5644,2553,672,6659,6538,6127,7870,8890,3978,1438
22,2614,2838,810,4797,3411,1270,3866,7249,8133,1258,34,2040,2726,6511,7321,3748,6727,7581,3978,1662,6964,6849,7236,4839,7547,7988,5168,6015,312,6510,3928,5070,8861,6646,5717,4354,4785,1777,3935,7120,8937,4550,8161,6425,7199,6991,7517,3420,7539,7956,4256,289,464,5735,1248,4320,6354,3553,1551,0,6189,1749,4784,2804,106,2845,6608,1214,4827,7094,2098,3960,8967,1357,5554,4558,9037,6850,4785,3855,7503,6926,6937,6609,1701,7489,6129,2794,2632,6848,9061,1878,2601,1544,7679,6730,7292,4577,1930,8000
23,3924,8664,8049,3208,8783,8257,8925,4042,4375,0,4416,8693,21,8084,0,8920,1018,8569,748,2877,0,5999,761,6966,1873,6792,5384,6738,8519,4134,6597,1765,1827,6056,4109,6252,7353,1218,2489,0,8141,8434,2863,6020,8824,8477,4247,2800,7018,5310,3786,4149,5145,6069,8611,8283,8288,4538,5087,160,2750,4125,5395,250,1414,3825,1206,6224,2952,7389,1641,5662,69,1416,4708,5554,2377,2808,4172,2870,7030,4987,7599,5518,3963,5182,8308,9009,6505,4458,6810,1109,4959,7885,5446,6872,5311,1815,630,3414
24,5448,3142,7674,6673,7886,3383,7751,7342,6406,603,5992,791,1446,1860,5105,3179,8610,1855,7440,566,8016,8544,6318,1636,4604,5466,2123,6857,4084,5523,4314,2464,6480,3459,6460,977,533,1736,3443,4902,7440,7680,3301,8528,7899,3752,5095,4915,5584,8506,5015,7768,3504,6642,4458,3545,4504,3757,281,651,624,1132,7127,3236,3057,3345,7866,7592,5520,1506,3656,5324,1481,7855,2057,6575,6246,7750,7766,2795,3347,7830,6172,2257,1083,7181,4911,7822,6730,5501,6392,2365,2194,7479,3228,8675,8114,5403,4610,6945
25,7770,7816,6492,7692,3882,50,7543,6729,1,5244,6083,5148,1693,5928,6300,6181,3498,7948,1159,3284,1227,6784,7682,8248,546,623,238,2706,8213,1480,3290,6779,4591,8040,7152,4089,3019,9196,6238,5718,4349,7732,4660,3369,5449,8687,5731,3169,1429,2625,1511,5983,4715,3926,2164,3828,8677,1254,3641,4639,258,2604,4442,3770,3538,206,4651,8500,9160,7337,665,4271,7664,4043,4133,708,7762,4299,3241,8596,5265,8336,8307,5554,5197,6394,5947,3802,3635,3830,8101,6908,7864,4657,4081,7942,6823,1685,1788,2003
26,5896,6160,2426,6066,2421,2504,5179,1294,4097,3457,9005,9223,7491,4185,5880,8635,397,288,94,2647,5162,4212,0,5164,8235,7008,388,7041,27,4863,8905,9149,7115,2012,5143,1799,1721,8049,3476,4012,116,6031,9003,5283,8441,7627,3449,1275,2533,4,5867,7828,4043,1877,2074,4383,3345,4430,2499,607,7731,4415,7548,6138,2855,6189,2276,0,4638,66,6121,7015,5892,1736,7080,6195,2600,8989,9297,7633,7806,7624,7899,7243,6168,8605,3396,9375,692,2927,3933,7829,2707,4759,5925,5259,8171,4557,6069,2025
27,1133,7025,6408,7501,6558,4689,8204,7202,4180,1219,1470,2291,4719,0,1557,7647,2159,3668,675,2192,3468,4907,3739,3386,595,8671,4005,6987,5519,1834,3900,3249,2643,4349,3855,7445,6859,6755,8575,1435,7817,1252,2245,1183,5169,2454,8515,4625,8627,7860,8224,6706,8752,4592,2755,3689,5635,5668,0,93,926,8465,445,449,348,3340,3462,2170,6917,3850,8360,6712,7104,5071,7767,8597,8204,7930,2168,3865,8322,6180,8559,8222,8623,6274,7098,6196,4727,2635,8034,681,5525,4394,3904,3224,3550,8684,7269,4149
28,7003,4719,2940,4768,3898,2646,4184,3500,2819,7299,6008,5958,1228,4685,7777,2562,1385,7299,5971,2125,9052,4306,5255,8506,6118,7388,2194,4632,8753,6469,2570,230,5835,7114,3103,1065,5103,3982,8030,671,8258,5368,8763,5779,8659,8954,8342,3584,4504,7364,1506,1232,7087,5109,4005,456,2386,4278,6150,2149,2997,2573,4208,7332,8190,8663,6024,3217,6104,4282,9116,2940,4673,3301,8470,7002,8625,6760,2871,4125,6044,8534,8568,1732,200,6160,5738,529,1564,7272,9048,3059,42,1393,1836,4309,2193,145,4740,6393
29,4738,7548,2704,9222,8854,6818,4007,3450,6976,72,1659,3428,8695,7522,4862,8793,3913,8010,2322,7104,8860,7660,1813,2981,1379,8629,9176,3664,4070,732,5651,4479,5741,5127,2157,4663,1162,6964,4016,4832,8928,2663,6916,3875,6884,6559,4146,684,4255,7758,3775,4690,6799,6305,3961,3263,3307,6778,299,2928,2498,1512,6207,1104,7304,3069,4329,4519,2708,7271,3153,4828,4158,112,8369,8864,483,5800,6827,3464,4205,8433,3999,6386,1943,5933,8696,5557,2539,4386,1416,7370,4514,257,2052,4732,7407,5500,3516,8952
30,3133,3632,1984,6244,6526,217,7454,4007,1663,1803,16,8759,3496,596,1802,8314,1425,4478,135,4783,7429,3678,17,8348,9224,8644,1711,3911,5463,3802,3610,2494,7370,3789,3831,3224,7156,9260,6641,9220,9288,5454,5544,4108,2874,8362,8438,6039,1438,4586,3832,7088,5285,6564,1457,3593,7112,6891,1266,1426,6995,3950,5340,1948,6499,6428,6125,226,6481,1750,9336,3800,903,6441,8366,8348,7350,6258,2070,3789,5899,8416,5720,3647,3286,8084,6666,7026,40,8592,6354,4207,6092,719,2829,3667,8232,3596,15,4447
31,7289,8192,3539,407,3723,4635,3566,2455,8932,8890,3117,9168,7411,8625,5039,7038,5448,6020,4181,6698,2950,5293,1749,8290,1772,6761,3833,6444,6974,6732,7290,2405,431,9242,2323,5542,2394,0,98,6688,9014,6295,6640,4142,2616,6080,8274,7367,3801,5978,3628,6701,1688,189,8098,7258,6964,1167,1254,186,2940,6295,5788,4416,118,1147,4512,3256,2262,7465,6802,7443,3530,4300,8192,1191,0,1419,7900,2387,7276,8704,3885,5105,1236,8998,1574,6569,6164,7032,5755,3632,6952,281,3203,3165,5180,2646,3745,6502
32,0,2956,524,4388,3473,4922,2448,8805,7925,1435,6203,8939,8294,0,1528,4636,6019,8641,0,7824,6627,486,3107,7452,0,8269,5111,4081,1228,5364,7359,4316,6565,1660,3100,2917,5,6139,8879,4601,8893,8707,2559,6663,6224,8431,6509,8843,3489,8385,2,1730,8321,6787,4099,1603,8205,3751,3102,7025,5037,8761,3405,8963,0,5348,7448,3850,0,6158,6263,5189,0,6523,8983,7351,0,1675,210,5172,4662,8653,5434,2617,717,5899,0,443,2612,8557,2,5137,4649,4686,105,6117,8107,3747,918,7196
33,5307,4597,1310,1058,2134,1162,4878,3090,38,4476,3717,6782,5950,453,1123,2224,2571,2361,1343,2844,2788,7085,3206,7368,7861,8558,1228,1460,1039,6395,7635,4644,8522,7524,2117,3626,5454,5452,4201,4100,7180,3178,6318,8970,5684,7636,8058,7572,7870,9002,3922,7234,8144,2649,693,4103,6290,6240,7622,3679,6786,2381,1793,1679,4259,1755,2237,3256,5367,7594,3989,9212,303,3304,5779,6183,417,8554,4692,2812,8148,8566,5529,7197,9006,5498,6654,6204,3686,4116,6048,2342,6493,2297,5633,9108,4357,4463,7398,9162
34,2872,6408,4523,7560,2690,1413,360,5229,1375,289,3833,6978,4557,7985,3774,4970,2407,5159,4099,6844,6865,8396,5214,1644,2783,4372,3677,3633,2960,8839,6059,5947,3048,6654,8161,3920,7124,6746,2577,2024,2568,3913,8285,466,5295,7923,9063,8494,7479,4491,1921,6995,8504,3897,3015,5291,2275,8465,1121,6711,7854,4733,8631,8101,9135,6602,3472,7916,778,8381,7787,1125,1598,3846,7547,2573,2062,1530,4489,758,7533,4372,6632,2343,4624,8552,6717,6901,3720,1995,4410,4010,4608,413,4540,922,6801,7041,2279,6950
35,6638,8253,5888,9171,8333,137,5333,5155,2195,0,32,3,2660,4138,6194,5356,7993,5210,7047,7445,8519,3589,5189,1248,7836,1036,9157,9125,1411,6217,7174,7037,4295,5409,2205,7162,3971,3256,6227,7683,3535,6181,6105,3503,9203,8009,7920,8339,5010,3288,4442,6171,7322,5710,1605,1904,7516,3675,537,2769,4157,955,6594,3285,7188,2851,8473,4838,4323,6248,5564,1977,5168,6025,54,8387,1091,3352,7420,4411,1648,1798,4107,3065,107,6682,2755,5851,3220,5042,8093,5386,7076,7585,5562,1640,5099,2942,364,2483
36,2667,6655,6845,7292,5516,3992,6284,4388,4143,2904,1193,2416,178,2974,3910,9014,2842,6894,2429,8691,8229,5012,6747,3942,257,3125,2372,9071,7932,6440,2273,7058,5629,6688,6878,7938,3948,369,543,4385,3240,4220,40,970,6086,4870,7481,2491,1116,5352,805,5723,3010,4756,4348,5023,7555,7214,3217,6590,1832,91,7127,6372,6975,5492,5953,2967,4914,9169,9051,5025,7679,2749,6798,8245,5137,8761,4919,2221,7156,3221,2897,5704,622,8147,1338,8920,2934,1522,4963,7384,7637,4431,7796,368,8959,7850,2465,2357
37,7649,4229,7397,5376,8308,2442,4450,6771,4847,2125,5164,2544,7387,2181,2044,6605,6845,5742,6810,7299,3686,8112,6849,7094,1152,4703,1681,5810,7591,6996,4382,2439,1950,8092,7246,781,3703,8014,7353,7174,6091,587,7918,8322,3896,7539,7051,1936,3434,5664,2542,5690,575,8016,8152,3878,2168,2339,1846,701,7137,2951,3238,3422,767,2170,3075,1797,4793,5170,3966,6581,5786,6566,7422,7573,632,7296,6990,2057,8294,6900,7186,5643,4607,5510,8238,3030,1880,3322,4628,2035,6797,3562,306,3541,4334,7362,1482,7475
38,1225,1840,5423,2928,2544,4092,6076,4458,8382,6387,906,8588,393,2223,1140,1469,2910,8850,3105,5927,7512,7690,7394,2136,2164,7882,2271,6485,118,9160,3140,2876,8480,4010,1953,2474,6858,4090,5151,73,9102,3396,4083,6349,7748,6164,5071,6130,4041,7638,4275,3458,6393,2872,5739,6411,5067,4090,480,3,8566,2834,2072,1872,5272,3361,2182,7847,3474,7754,6404,5914,2038,4827,812,7530,5053,8968,3214,921,7326,9066,5377,4317,5370,6627,6643,5976,5288,8868,5081,2774,1873,8664,8652,7508,8572,4646,1826,7834
39,3851,3438,1356,8271,8401,3373,4696,6513,4861,295,5077,424,5104,1642,1115,3165,807,5435,8303,5303,4036,841,322,5171,1629,8760,2961,8208,1813,5033,3421,3963,3419,7155,3673,4927,5204,6478,7340,1992,4942,8622,8861,5866,8330,8049,3725,1617,3898,7927,3064,4819,5493,7438,8409,812,6911,3855,685,174,6498,5288,3622,667,0,132,6908,8311,5009,8268,8660,7188,7961,7007,245,8304,1157,5009,3718,4742,3844,8678,6206,8068,3940,3782,5658,8674,8791,3377,5073,3813,3002,3568,7098,7127,5405,3357,1005,8154
40,5425,2413,5263,2914,7912,504,8343,4482,4809,5251,927,2836,1742,2621,1024,4338,7085,9359,5255,3276,7659,6998,2300,7850,287,8061,1357,2336,2948,1471,7506,2141,6682,9145,4483,2962,5853,4412,5202,3147,7487,7903,5080,9079,2116,8695,5756,5220,3907,8571,3121,1081,4181,5445,1092,484,463,5708,1811,1165,1676,922,5120,5357,3564,1148,7148,5145,5803,8907,8041,6960,5941,5259,9103,6756,7566,7119,7324,575,2827,8387,4148,5023,5124,4149,2993,2774,5331,5622,9133,1815,7181,8545,5004,9263,7065,4744,1819,7115
41,401,5526,4171,5874,8222,1558,6912,7602,7119,2,0,2259,7569,1737,1178,4222,8476,6867,2107,8022,8972,5776,1753,6315,5054,594,2994,5434,546,2493,4556,433,5877,4245,7824,6824,8904,1275,965,8884,7718,2610,3816,6398,4406,6781,4149,5813,2488,8536,3786,4763,7435,6363,5007,2666,7760,7782,129,11,1356,4706,7186,2267,7924,2215,6898,8156,6567,7063,4415,2298,5047,8808,6958,5767,3210,30,8074,1701,4924,5173,8556,7380,3310,4208,8143,7039,4711,3801,2147,516,5228,2288,185,5203,6969,7350,3737,8876
42,1843,3522,7834,6563,4032,5719,5410,6474,2074,6609,937,29,852,1817,7661,7660,6407,4163,1970,4874,4881,7784,8215,3871,1114,4174,8151,6512,3227,7549,5633,847,2477,6206,3467,6707,8104,8053,3979,7966,8026,3068,3873,7206,3472,7686,5214,7932,8096,5440,1928,2365,2370,7620,3560,257,5199,6369,135,1367,8040,4966,2847,5483,7093,2440,4208,1062,2669,2274,8011,656,7970,7091,2665,5555,861,1652,2122,3338,8192,8295,1734,3782,8320,8123,6613,5508,7982,7012,2383,540,166,4611,7828,7706,7694,5783,8228,3701
43,8338,2464,3427,6283,4683,3283,1392,579,2993,1943,1282,5108,3790,615,852,7966,3015,5604,5715,4129,7283,3447,5075,3004,8596,6983,6864,7175,2771,6125,6846,8114,4514,7633,3341,1852,2143,1278,3435,6748,7497,5054,6930,5979,3343,7653,7098,8638,5949,6130,984,1672,4575,7466,3490,1875,2699,4610,7181,2444,7000,4177,8254,422,1361,7085,2454,3449,7713,5993,1397,2339,4625,1006,2205,8740,6351,7455,3172,2706,7121,6954,6043,7974,4593,5628,7868,7305,1037,7406,5561,3342,6494,6249,4391,3673,7573,8782,2958,7990
44,2515,4833,1164,7855,6557,4050,7867,5344,6007,2821,7873,600,8225,7764,2006,8309,1136,2607,3005,8439,4449,1727,2469,1136,207,199,2951,8403,4890,2457,4638,563,7847,6207,939,8448,8883,5755,5691,8221,8555,2962,2304,5570,5216,2127,4237,3389,2812,2558,1697,5448,8797,5135,2751,7909,5644,6337,6557,2657,4132,8501,7063,7000,6797,471,8937,3838,6726,2512,2214,143,2576,2974,5835,399,5777,3867,4001,2683,6347,7969,5308,7769,6539,6625,8695,7620,7757,7862,8088,2445,7861,5107,3109,1078,5037,6781,2886,5378
